MessageID,Message,NS_Mean,NS_Std,normalized_NS_M,normalized_NS_Std,NNS_Mean,NNS_Std,normalized_NNS_M,normalized_NNS_Std
263,"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?",0.8333333333,4.119061382,-0.0849515,0.9633652452,1.4,2.19089023,-0.0164034,0.6341904603
264,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?,4,2.75680975,0.7562488333,0.5665391549,1.4,3.435112807,0.0796004,0.9602774859
265,Good idea.... Perhaps though you could also make a list of kings on that page??,4.333333333,3.076794869,0.773315,0.6028565207,3.4,4.219004622,0.8630586,1.289123799
266,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",1,6.92820323,0.371021,1.467912333,-1.6,4.098780306,-0.4259486,1.111111213
267,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?",6.5,1.974841766,1.254112,0.549791038,2.8,3.563705936,0.6494534,1.53998857
268,"How can I join, by the way? And is there a Welcoming Comittee userbox?",4,1.549193338,0.7056593333,0.4162120754,-1,2.34520788,-0.549338,0.9746715109
269,"Do you have ""remember me"" set in IE? If not are you using the login link?",0,0.632455532,-0.1476605,0.3157428869,0.6,2.880972058,-0.0228168,1.001363538
270,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?",-2.5,3.507135583,-0.6637106667,0.778740564,0,0.7071067812,-0.339128,0.2838588976
271,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?",-5.625,6.457277179,-1.1352535,1.424860925,-1.6,1.341640786,-0.502504,0.2565720016
272,"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?",-1.25,4.682795258,-0.3539,1.126894155,-3.8,2.28035085,-1.156976,0.5071784933
273,"Hello <name>! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",5.875,4.086126353,1.11331625,0.6297860023,1.6,2.073644135,0.5810762,0.9144166696
274,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?,5.75,3.195979617,1.15676325,0.5196781076,3.4,3.78153408,0.8308848,0.6893336601
275,Um. Thanks?,1,8.185352772,0.1464297143,1.546129792,2.6,3.78153408,0.4654334,0.6628477349
276,"So ''Junanci'' means ""Greeks""? In which language?",0.625,3.420004177,0.113532375,0.6642573651,-0.2,1.095445115,-0.175954,0.4572065075
277,"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?",-2,2.672612419,-0.448085,0.3246998822,-1.2,1.788854382,-0.4582,0.461025122
278,"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?",-1.25,4.891683905,-0.220322,1.068670236,2.2,6.418722614,0.2414386,1.30998259
279,It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite. It there a way to remedy this type of poor behaviour ?,-0.125,3.603074084,-0.199644125,0.9141013571,1.4,3.209361307,0.11716,0.5233358265
280,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",-2.714285714,2.627691364,-0.7710228571,0.5362851674,-1,1.224744871,-0.406726,0.3343059606
281,<name> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,-4.375,5.370222129,-1.088285375,1.108134668,-0.6,3.78153408,-0.1589084,0.7834100379
282,I added mention of the river. The info for <url> says the picture was taken in <url>; is that city located on the river?,2.75,4.131758533,0.257486875,0.7721038875,0.4,0.894427191,-0.0058242,0.2697990156
283,"I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?",5.375,3.067688753,0.904336,0.6453266973,0,3.265986324,-0.12146425,0.8037782634
284,And <url> targets <url>. Shouldn't it go to <url>?,0.75,2.96407056,-0.143014875,0.4967679705,-1.2,3.563705936,-0.3764032,0.7583445075
285,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?,1.375,3.159452936,0.009800875,0.5429612029,-1,2.121320344,-0.3093624,0.3990633826
286,"Nice work so far on your rewrite of ""The One After the Superbowl"". Are you planning on including info about the Diet Coke fiasco?",8.25,3.535533906,1.4447715,0.7013226471,3.2,0.4472135955,0.6606594,0.1941283724
287,"Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?",-0.625,4.533604684,-0.395572875,0.953659903,0.4,2.966479395,0.0871716,0.7290583032
288,I'm with you - it really is a friggin' pain that people refuse to read no matter how big you put the text. Should we just maybe remove the source entirely?,1.25,6.627863263,0.005466,1.410808055,3.2,0.4472135955,0.671121,0.1657464365
289,"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",-2.375,6.232117274,-0.768665,1.152291585,-2,3.391164992,-0.4725344,0.5768947959
290,Noticed your nice ''<url>'' photograph. Perhaps you were on the Siruvani bird survey ?,1.625,2.326094213,0.0624155,0.5015407794,2.6,2.073644135,0.484044,0.4612170397
291,"The problem remains that I don't know where to turn to educate myself further on the matter. For instance, where would I find the Tao-Green paper you mention in the article?",4.714285714,4.423960733,0.766011,0.8555217433,1.5,4.969909456,0.1959148333,0.7627265664
292,I saw that page but was not sure if it had anything to do with any of the articles we are working on? or was this a general issue?,1.428571429,4.076646614,0.1135342857,0.7661261301,-0.8333333333,5.946988033,-0.2351548333,0.9542053073
293,"<name>, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?",-5,4.320493799,-1.339458571,0.5703710626,-3.166666667,6.177917664,-1.083714833,1.490470243
294,"Hi <name> - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?",0.4285714286,2.760262237,-0.2260952857,0.5756181253,-2.8,6.140032573,-0.8052516,0.8925097543
295,Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?,4.285714286,3.545621042,0.6356407143,0.7922564922,2.166666667,2.562550813,0.2272028333,0.5200777452
296,"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for ""consumer electronics tech support"" see who comes first).We are here to server the community - why do you find it so offensive?",-2.428571429,4.391550328,-0.8819602857,0.828442153,-3.5,6.949820142,-0.8932131667,1.173688428
297,"Why am I never asked to write a feature. Is it because ""I is black""?",-3.714285714,4.956957592,-1.000466857,0.7597412418,-4.5,7.204165462,-0.908613,1.015142079
298,"I'm sorry, I'm having trouble understanding your question. Could you try again?",9,4.509249753,1.626501714,0.9281292819,8.166666667,3.544949459,1.5563925,0.5178108267
299,I put plural women because in the storylines it states he falls for Detective Graves. He also hits on another older woman <url> but that wasn't notable enough to include.. is it best to keep it singular?,3,4.582575695,0.3251134286,0.9173556546,5.2,5.215361924,0.6895776,0.8015048635
300,"So I got rid of it. Have a little faith in my good judgment, okay?",-5,4.898979486,-1.272508286,0.8353863367,-5,7.09929574,-1.308659833,1.255476132
301,"My edit on <url> was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",2.5,3.308238874,0.5037071,0.804185339,1.125,2.167124494,0.022118625,0.7083439859
302,"Hi, I made on comment on the image page about this being different than Sbarro3 image. Please... comment?",-0.3,4.98998998,-0.1786376,1.073550855,0.75,2.915475947,-0.000484,0.7438355322
303,"What you linked to looks good, but what was I supposed to compare it with again? Got a link?",2.8,3.852848874,0.4108793,0.7997240363,-0.25,1.669045921,-0.23801725,0.4484718279
304,"Hi, thanks for moving three of the Brussels municipalities. Could you move <url> to <url> as well?",5.5,3.240370349,1.1081592,0.8338113959,6.125,4.015594601,1.1441565,0.4639819085
305,"My question is ""Why?"" I am doing all the citations correctly and this still appears often. Can anyone tell me what I'm doing wrong?",1.3,2.263232693,0.2066791,0.5952928283,-2.375,4.068608046,-0.636793875,0.8758483861
306,"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the <url> article. Do you have any source that supports this?",1.8,4.802776974,0.4431948,0.9392926477,2.5,2.976095237,0.387056375,0.6803466091
307,"You may not remember doing this but, you erased a page entitled, Earl Newton. Why did you do it?",-3.1,3.510302298,-0.806601,0.6078243102,-2.5,4.928053803,-0.780148875,1.086828197
308,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",0.7,4.321779469,0.1752684,0.8893150027,4.5,5.952190473,0.7090025,1.18711352
309,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",-1.6,2.118699811,-0.4515815,0.4986896135,-0.875,3.563204817,-0.244372875,0.933483794
310,That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,-5.6,5.440588203,-1.2480095,1.248579763,-0.375,1.597989809,-0.248398875,0.3724203664
311,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",0.4,4.005551703,-0.2873468,0.7789694315,3.3,3.622460797,0.4578939,0.7194530546
312,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",-5.4,2.988868236,-1.415817,0.657716146,-0.1,4.863697725,-0.2303386,1.012185636
313,"I replied... also, are you watching that page? If so, I will stop bothering you here?",-1.333333333,4.062019202,-0.6177324444,0.7081476867,2,3.62092683,0.2472828,0.5360694663
314,"<url> is telling me that your talk page and <url> supposedly both link there, but I can't find them for the life of me. Any ideas?",3.4,3.65756446,0.2770201,0.5477342595,0.8,1.813529401,-0.1583525,0.3398975377
315,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,3.6,2.065591118,0.3918542,0.4197358306,3.5,2.273030283,0.4423573,0.3217357504
316,"You are so right, <url> looks to be blatant advertising. Why don't you put it up for <url>?",3.8,3.224903099,0.4401886,0.6817018346,0.9,3.414023368,0.1049338,0.7109706784
317,Oosterman is hardly the world's foremost expert on Hyper-Calvinism. Can you cite any scholars or experts who support your thesis?,-1.6,5.358275013,-0.6191117,0.8045891661,0.4,2.59058123,-0.1638077,0.589407689
318,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",4.9,2.806737925,0.6078279,0.3736112243,5.7,3.683295626,0.8427669,0.5823908798
319,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,4.1,3.754996671,0.4911008,0.8555146613,6.1,4.280446498,0.9000929,0.718286342
320,You may want to look at the nomination. What did you intend to do?,1,2.581988897,-0.1523599,0.7027231024,1.3,4.62000481,0.0152502,0.7730235242
321,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,-1.875,3.226563851,-0.821939875,0.7935261761,-1.333333333,4.472135955,-0.4468837778,0.6303254233
322,I have applied to become an admin but no one has voted? Why is this?,0,3.070597894,-0.387193875,0.5031789628,-3.111111111,4.01386486,-1.057487778,0.7982033464
323,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",0.5,6.633249581,-0.24721975,1.365458347,3.888888889,4.166666667,0.6728462222,0.5462180528
324,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",2.625,4.138236339,0.0919045,0.7489547315,2.222222222,2.279132389,0.3198864444,0.5226582595
325,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",2.833333333,2.401388487,0.2044821667,0.6861915965,0,1.8516402,-0.142847625,0.5732065907
326,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,3,3.422613872,0.22305725,0.8070630178,1.777777778,4.576510073,0.3748485556,1.106061596
327,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",3.5,2.507132682,0.36533125,0.4399684897,2.888888889,4.807401701,0.262287,0.7839091224
328,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,-0.75,3.370036032,-0.466389125,1.00779128,-1.222222222,4.737556801,-0.5055788889,0.7472851162
329,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",3.375,4.307385684,0.368207375,0.7109888348,0.7777777778,3.929942041,-0.2124747778,0.5830111701
330,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",2.875,3.796144661,0.241308625,0.5736449125,0.4444444444,1.013793755,-0.183483,0.2886262576
331,I would like to create a few plots. Where can I access the geologic temperature record raw data?,3,3.16227766,0.3630177,0.74457017,3.272727273,4.337992833,0.5127372727,0.8791296944
332,"Like most users with their articles screwed over by <url>'s new web facelift, I'm at a lost with <url> being dead. Can you help?",3,4.5704364,0.2203857,0.749159572,0.3636363636,3.981776671,-0.02315454545,0.7107452504
333,"You deleted this, but somehow it still shows up on the parent category's page <url>. Is this normal and/or can you fix this?",1.1,4.508017549,-0.0921434,0.56410478,0.09090909091,5.127466147,-0.2413503636,0.8587052904
334,You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,-4.6,5.758086102,-1.272276,0.7607920501,-1.818181818,4.915652181,-0.567854,0.928095947
335,Your bot has ruined the formatting on ref 2 in <url>. Would you care to either call off the bot or suggest an alternate formatting that will work better?,-3.2,5.329165038,-0.9279916,0.7358324535,-4.636363636,4.2958754,-1.071657636,0.8300934034
336,"Excellent, thank you! Can you also delete the <url> from en and move hooks from the <url> to <url>?",6.9,2.643650675,1.1080603,0.4958939568,6.636363636,3.324837658,1.237388727,0.5126627767
337,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,-2.7,7.902882737,-0.8528323,1.361688751,-3.454545455,7.174449615,-0.8475340909,1.538632131
338,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's <url> instead?",1.8,4.211096453,0.0463982,0.5955534176,4.272727273,4.649535656,0.6948251818,0.8171254656
339,"Hello, I and a few others have made many edits to <url>. Do you have any more comments and can you be persuaded to change your vote?",2.6,4.501851471,0.3116055,0.7214862803,0.7272727273,3.55220802,-0.02801054545,0.6975738511
340,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",0.5,3.778594683,-0.2326317,0.5459313054,-0.1818181818,0.9816498172,-0.2699541818,0.2519486847
341,"Hi, I hadn't realized that you had made a revert on redirecting this. Could you see my comments on <url>?",3.5,5.14781507,0.4169994,0.8038261829,2.363636364,3.529099808,0.3485592727,0.6955591539
342,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",-2.5,5.441609239,-0.8946937,0.8777396523,-1.909090909,6.13929223,-0.6470035455,1.279869799
343,You've contributed a lot to Puget Sound area articles. Would you be willing to take a look at the debate I'm having at <url> and do whatever you think is best?,6.2,4.315347289,1.0550038,0.5419830274,2.272727273,5.236237372,0.602485,0.7832515745
344,Something's still not right with me here. Think you can perform one of those cleanups?,1.9,4.581363213,0.1027905,0.6562332717,-2,5.07937004,-0.5320702727,0.7854148436
345,"No problem, It was open and shut <url> issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?",-1.9,4.201851444,-0.7264456,0.989272047,-2.363636364,4.696226725,-0.6008454545,0.8429911324
346,"Hi <name> - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",3.1,3.573047252,0.3921444,0.6262729194,2.727272727,2.148995537,0.6204243636,0.7257168027
347,"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",0.6666666667,3.741657387,-0.282583,0.6037755178,0.8181818182,1.662418829,0.001212818182,0.2301847063
348,"Hello - someone moved <url> to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",3.2,3.765338999,0.4072369,0.3536893126,-0.5454545455,4.107642544,-0.144685,0.5552318589
349,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",3.3,4.62000481,0.2577777,0.6802640414,-1.636363636,4.105428778,-0.4500391818,0.5480681351
350,"Per <url>, there was an autoblock affecting your editing that has now been lifted. Can you edit freely now?",4.7,4.854551129,0.6599267,0.6557570807,0,1.732050808,-0.1782748182,0.6348436027
351,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",-5.363636364,6.576818794,-1.642934818,1.537158671,-6.090909091,5.412107639,-1.399718364,0.9629156865
352,I though it's better like that. Can you revert it?,0.1,3.604010112,-0.3712523,0.5011016338,-0.5,5.016638981,-0.214074,1.04562443
353,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,-0.8181818182,4.578606378,-0.5095891818,1.086322799,-2.818181818,4.707827138,-0.7405704545,0.8118880413
354,"Hey, did you ever read over the material I laid out for you - content as well as ideas for organization of an article? Any feedback?",2.636363636,5.258758927,0.2123761818,0.9750979715,-3.545454545,3.724611023,-0.8955892727,0.8035601288
355,"When JaGaBot updated the monthly challenge winners on <url>, it stripped the image. Could the bot be fixed to leave the image?",3.090909091,3.477198454,0.3660731818,0.3531117537,1.363636364,2.110579412,0.2071992727,0.6173475087
356,"Hi, I noticed on <url> you mentioned its Alexa traffic rank. How do you find out the Alexa traffic rank of something?",4.818181818,4.142901925,0.7519346364,0.4632534731,2.363636364,3.264130122,0.476751,0.7237132621
357,"In the <url> article, is polar mount correct? It might be improved by a bit more detail about how it works, perhaps?",3.181818182,3.736794932,0.3805034545,0.532016843,3.727272727,3.289100457,0.70838,0.6747619056
358,"What exactly are the rules on this page? Can stuff be added without discussion and ""consensus""?",1.727272727,4.051935564,0.043566,0.5917717067,-1.454545455,1.809068067,-0.4561123636,0.5206555176
359,I noticed your nice improvements to <url>. Are you thinking of merging/redirecting <url> to that article?,5.181818182,3.25017482,0.8300584545,0.3694744398,5.454545455,2.910794955,1.124426364,0.6930794144
360,I thought we had all agreed that the lead is fine as it is. What is the sentence supposed to mean?,-3.090909091,1.445997611,-0.99761,0.4650963721,-3.1,3.573047252,-0.7920728,0.7044922811
361,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",6.625,3.461523199,1.364466125,0.995677052,5.363636364,6.561596258,1.129721364,1.018866537
362,"Sorry for the slow reply, something I needed to take care of. <url> is restored- if it is mentioned in such <url>, could you please <url> them in the article?",4,1.690308509,0.71202525,0.4554137209,5.181818182,3.429815792,0.8786053636,0.4816077678
363,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",2.625,3.925648263,0.2882585,0.6520353896,3.181818182,4.60039524,0.3490522727,0.7736557593
364,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,1.375,2.445841953,0.036867125,0.6355500706,2.181818182,5.437245292,0.4035190909,0.6925746136
365,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,0.5,3.070597894,-0.1459315,0.6239801624,1.818181818,3.124681802,0.1197559091,0.8705794836
366,I feel <url> is a personal attack against me. Can you please remove it for me per <url>?,-1.125,3.440826313,-0.643372625,0.824913524,0.4545454545,5.086524086,-0.01075036364,0.7180594502
367,I note that you've edited since this was brought up here. Could you please respond?,-0.375,2.503568881,-0.435420875,0.4648235267,0.09090909091,5.503717752,-0.05155836364,0.9072414155
368,"Yet you did violate <url> and could be blocked right now. If that edit recurred, would you revert it again?",-0.75,4.026696626,-0.465876125,0.7988042274,-0.1818181818,3.76346069,-0.1128555455,0.6939894307
369,"As to our last discussion, you said that <url> wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",3.25,3.453776401,0.46385,0.5280337031,2.818181818,2.750206604,0.3657522727,0.4957123332
370,Can you look at this page <url> and tell me what you think. It has the vandal picture but wasn't edited today?,1.625,3.248626083,0.05679525,0.7167641709,-0.8181818182,3.91964748,-0.2524570909,0.5572268618
371,There's an interesting discussion here: <url>. Care to explain?,1.363636364,5.104365333,-0.1548054545,0.758795839,0.1818181818,3.91964748,-0.3848304545,0.803774044
372,"Hello, I noticed you recently did a lot of work on the ''<url>'' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",5,4.289522118,0.6135917273,0.7955640031,2.818181818,4.956171543,0.4540323636,0.8739659343
373,Ok I've moved <url> back to <url>. <name> you want to write something on the talk page about the move?,2.272727273,3.49545159,0.07626790909,0.3877239472,2,4.626013402,0.2955041818,0.667858833
374,"I see you've added <url> to the category ""Jewish-Canadians"". What is your source for this?",1.909090909,4.346367344,-0.04081918182,0.5712919494,1.363636364,3.170890325,0.01423981818,0.4045496557
375,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located <url>. It has a few problems, could you help me with it?",6.181818182,3.655630775,0.8792390909,0.4077123215,5.363636364,3.77551923,0.9138682727,0.865877479
376,I must be missing something here. Would you mind clarifying for me the nature of your extensive work on <url>?,2.363636364,5.971142726,0.2467791818,1.08135335,6.545454545,3.559877424,1.216449091,0.8057252855
377,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",-0.6363636364,3.471965647,-0.5167867273,0.7311163946,3.454545455,4.803407881,0.3600525455,0.886350996
378,I don't know why claim that you reverted vandalism (rv edit summary) when to me they appeared to be good faith edits. What exactly was the vandalism?,-0.3,4.522781838,-0.5866082,0.6067871409,-2.1,3.842742077,-0.5548495,0.7233884784
379,Do you mean article edits with sock puppets? Could you give me more precise examples?,2,3.464101615,-0.01468654545,0.405296492,2.636363636,2.540579748,0.2380747273,0.4989576626
380,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,4.727272727,4.197401794,0.5032835455,0.5306401582,4.818181818,4.400413204,0.6064996364,0.9275150801
381,"You are correct that the science is not copyright, but the purpose of the cite is <url>. If I want to check your equation, where should I look?",0.8,2.485513584,0.1620426,0.3962604109,2.5,4.535573676,0.25887875,0.744879039
382,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,-8.3,3.093002856,-2.224369,0.7692959366,-6.75,3.494894235,-1.9862425,1.000910978
383,"There is a recommendation on the talk page of the ""<url>"". What do you think of it?",4,2.828427125,0.8469385,0.5146579963,2.75,2.764571783,0.406398125,0.5382387209
384,"I removed that second paragraph entirely, since the information is covered in the article. Do you feel that the lead should be larger?",1.6,2.836272985,0.442001,0.614247504,2,2.507132682,0.294226,0.6221138878
385,All allegations currently in the article should have sources. Can you indicate which ones do not?,0.7,1.059349905,0.0662446,0.3667209212,1.75,3.882193783,0.077146875,0.6157511483
386,I noticed that you have a little note at the top saying your status. How do you do that?,2.5,2.990726407,0.5144757,0.5672523665,1.5,3.77964473,0.031406,0.5734287389
387,Why are capital letters used in the article title ''<url>''? Is this a proper name of a particular proprietary software package?,1,3.807886553,-0.017903,0.7847116649,1.5,3.703280399,0.0295975,0.4960576978
388,"Are you saying that Scotty was being ""hot-headed""? If so, can you please tell us what Scotty did that was ""hot-headed""?",-1.3,3.772709018,-0.3949554,0.9605101836,0.875,3.979860012,-0.081576625,0.6722935213
389,So how come he can have all types of slandereous links on his wiki page? Don't you think being an admin you should delete them?,-4.9,2.884826203,-1.267023,0.3662375618,-4,1.732050808,-1.307448571,0.4816812836
390,I noticed you removed Pero Defformero from the list of folk metal bands and artists. What is the problem with this band?,-1,1.885618083,-0.4108473,0.4295567482,-1.75,2.251983253,-0.602345,0.5248065473
391,"So, now that it's clear there's no moratorium, you now think it's controverial? Can you explain why?",-1.7,2.263232693,-0.7270621,0.5446372948,-3.636363636,3.107176444,-0.9728036364,0.5013256535
392,<name>- I don't know if you saw my reply on my talk page. Are you interested in being my mentor for the GU De-Ba'athification article?,4,3.265986324,0.5124261,0.6130637875,2.363636364,4.945153734,0.2295169091,0.7682965281
393,"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",2.7,2.983286778,0.3223599,0.3665823709,3.090909091,3.806692671,0.4505528182,0.6513019674
394,pls see my comments on your revert on the talk page. Perhaps you'll consider undoing my revert?,0.7,4.001388648,-0.1042214,0.7480387881,1.363636364,5.182137151,0.1110923636,1.027764773
395,"Also - for some reason images on image pages now appear in full size when I view them, rather than more convienient viewing sizes. Do you know how I can fix this?",5.3,3.622460797,0.7360388,0.5490000208,1.818181818,3.027149875,0.1561251818,0.5563530019
396,The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,-4.8,2.299758441,-1.312012,0.420962148,-5.363636364,5.065031634,-1.316924364,1.016124052
397,Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917. I wonder whether you could point me to a source for more information on this incident?,4.1,3.604010112,0.6090683,0.5089537024,5.909090909,4.253340933,1.057132636,0.7412049392
398,"Your comment about ""the additions were left intact as a courtesy"" sounds a bit strange to me. Maybe you should read <url>?",-2.2,3.359894178,-0.6781114,0.6694109741,-0.4545454545,3.804303783,-0.3463294545,1.054684155
399,"Can I use a manga image colored by myself? There won't be any problems with the lisense, right?",3.6,2.988868236,0.39588,0.459229208,0.1818181818,3.311138228,-0.1265529091,0.5887136422
400,"Hello, <name>. Would you weigh in on the above linked discussion regarding an edit you made?",2.8,4.779586221,0.3673788,0.8919580514,2.272727273,3.875329898,0.2301830909,0.8060636341
401,"Hi, I saw you protected <url> (<url>, <url>, <url>). In light of their signing to <url>, their <url>, <url>, and <url> <url> <url>, would you mind unprotecting it so I can give it a better treatment?",5.5,4.035556255,0.9185705,0.7751444023,4.181818182,3.458848994,0.8952697273,0.5599248077
402,"Hello <name>! If you have time, could you add a <url> infobox (with census data) for <url>?",7.5,3.74907396,1.569287,0.823750656,5.454545455,3.67052139,1.150821364,0.4757414042
403,"Why tag for deletion? It was obviously a new user's attempt at creating a disambiguation page, why not clean it up?",-4.3,4.295992965,-1.1265584,0.7338103581,-3.818181818,1.53741223,-1.294509091,0.6068612454
404,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",-4.1,3.928528138,-1.0844496,0.8117627802,0.09090909091,4.678772178,-0.2573939091,1.160129016
405,"Why the removal of the citation dealing with coriolis? Was the proof not within the citation, or was the citation not considered primary?",0.8888888889,2.713136766,-0.009425777778,0.4455441862,0.1818181818,2.786330268,-0.2628879091,0.6184372833
406,Have you received the 1972 Encyclopedia of PNG you mentioned during the discussion about <url>? Was there a detailed entry for Dagora?,3.5,3.836954811,0.5525038,0.5118827373,0.4545454545,1.809068067,-0.111582,0.4537007529
407,"My page now has a template of ""multiple issues"", but I have put in several references, and there are links to other pages. What more should I do?",2.5,2.798809271,0.3018204,0.3982845652,1.636363636,1.689540013,0.2135224545,0.3765372155
408,Do you feel that you've had success in forming consensus here within your knowledgebase? What do you feel are the underlying reasons behind your current ban from Wikipedia?,1.5,5.082650227,0.0509378,1.11342718,1.454545455,2.733628957,0.04005209091,0.9232136736
409,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",-3.1,7.187179945,-1.0242479,1.471603326,0.09090909091,4.526688535,-0.1433835455,0.9820761462
